,Index,display_url,comments,is_video,likes,caption,labels,labels_strings,likes_normalized,comments_normalized,engagement_score,engagement,caption+labels,label_tokens,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9
69,81,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/73524873_165211074563089_7996976285211762353_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=101&oh=71d976210391b8054fbee3826fa92369&oe=5E7F199F,955,False,398833,"Photo by Keith Ladzinski @ladzinski | With a long exposure, a quiver tree (kokerboom) stands tall under a sky of streaked stars. These trees are well suited to arid places with severe heat and low precipitation, due to an ability to store water within their trunks. They’re part of the aloe family, and have long been used for medicinal purposes. Photographed in the Kalahari Desert of South Africa. To see more photos of this beautiful part of the world please visit @ladzinski'","['tree', 'sky', 'blue', 'woody', 'plant', 'plant', 'night', 'branch', 'trunk', 'electric', 'blue', 'midnight']",tree sky blue woody plant plant night branch trunk electric blue midnight,0.24678457884882168,0.07336559883229622,0.1427331908389064,1,"Photo by Keith Ladzinski @ladzinski | With a long exposure, a quiver tree (kokerboom) stands tall under a sky of streaked stars. These trees are well suited to arid places with severe heat and low precipitation, due to an ability to store water within their trunks. They’re part of the aloe family, and have long been used for medicinal purposes. Photographed in the Kalahari Desert of South Africa. To see more photos of this beautiful part of the world please visit @ladzinski' tree sky blue woody plant plant night branch trunk electric blue midnight","['tree', 'sky', 'blue', 'woody', 'plant', 'plant', 'night', 'branch', 'trunk', 'electric', 'blue', 'midnight']",0.010000045411288738,0.010000045411288738,0.01000049989670515,0.010000045411288738,0.5186131596565247,0.01000453531742096,0.40138086676597595,0.010000511072576046,0.010000045411288738,0.010000268928706646
70,82,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/75311724_143760720260814_3090049339357191194_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=106&oh=235a1d2345935f6b124c96745b56d77a&oe=5E892863,1807,False,417698,"Photo by Cristina Mittermeier @Mitty | Did you know that in Hawaiian culture when a baby is born the umbilical cord is buried in the sand along with a tree seedling? This practice serves as a reminder of the connection that new person has not only to his or her parents but also to their ancestors and to the land. When a Hawaiian dies, the entire community, their ohana, paddles out and returns their ashes to the sea. This cultural connection to land and sea runs deep in the veins of native Hawaiians. The concept of Aloha ʻĀina, “love of the land,” is central in Hawaiian life and key to understanding their stewardship of the Earth. If you look at a mountain and all you see is a pile of rocks, you may have a hard time understanding why anyone would fight to protect it. For the Kānaki Ōiwi people, Mauna Kea is not just a mountain: it represents their ancestral ties to creation, a sacred site revered through their history and very much worthy of respect and protection. Follow me @Mitty for more stories that reflect upon the ways world cultures and nature are tied to one another. #kukiaimauna #wearemaunakea #culture #blackandwhitephotography'","['people', 'in', 'nature', 'photograph', 'black', 'black', 'and', 'white', 'photography', 'male', 'monochrome', 'photography', 'rock', 'arm', 'human']",people in nature photograph black black and white photography male monochrome photography rock arm human,0.2584576126248207,0.13881846815702542,0.18667412594414354,1,"Photo by Cristina Mittermeier @Mitty | Did you know that in Hawaiian culture when a baby is born the umbilical cord is buried in the sand along with a tree seedling? This practice serves as a reminder of the connection that new person has not only to his or her parents but also to their ancestors and to the land. When a Hawaiian dies, the entire community, their ohana, paddles out and returns their ashes to the sea. This cultural connection to land and sea runs deep in the veins of native Hawaiians. The concept of Aloha ʻĀina, “love of the land,” is central in Hawaiian life and key to understanding their stewardship of the Earth. If you look at a mountain and all you see is a pile of rocks, you may have a hard time understanding why anyone would fight to protect it. For the Kānaki Ōiwi people, Mauna Kea is not just a mountain: it represents their ancestral ties to creation, a sacred site revered through their history and very much worthy of respect and protection. Follow me @Mitty for more stories that reflect upon the ways world cultures and nature are tied to one another. #kukiaimauna #wearemaunakea #culture #blackandwhitephotography' people in nature photograph black black and white photography male monochrome photography rock arm human","['people', 'nature', 'photograph', 'black', 'black', 'white', 'photography', 'male', 'monochrome', 'photography', 'rock', 'arm', 'human']",0.008334415964782238,0.782620906829834,0.00833365973085165,0.008333364501595497,0.15070794522762299,0.008333585225045681,0.008334917947649956,0.008333364501595497,0.008334475569427013,0.008333397097885609
71,83,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/75265143_438622817034285_5208185565625202041_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=109&oh=f913e8b5619027def76087f85b1c5da4&oe=5E7F58B0,958,False,195585,"Photo by @jodicobbphoto | Heartbreaking floods in Venice yesterday, with 85% of the city under water up to six feet deep. Mayor Brugnaro said the city was ""on its knees."" I made this image of receding floodwaters in St. Mark\'s Square in 2008 during another record flood. #Venice #acquaalta'","['reflection', 'water', 'reflecting', 'pool', 'architecture', 'symmetry', 'river', 'water', 'feature']",reflection water reflecting pool architecture symmetry river water feature,0.1210214848173215,0.07359606668203118,0.09256623393614731,0,"Photo by @jodicobbphoto | Heartbreaking floods in Venice yesterday, with 85% of the city under water up to six feet deep. Mayor Brugnaro said the city was ""on its knees."" I made this image of receding floodwaters in St. Mark\'s Square in 2008 during another record flood. #Venice #acquaalta' reflection water reflecting pool architecture symmetry river water feature","['reflection', 'water', 'reflecting', 'pool', 'architecture', 'symmetry', 'river', 'water', 'feature']",0.020000629127025604,0.020000072196125984,0.020000385120511055,0.020000072196125984,0.020000295713543892,0.23553702235221863,0.020000804215669632,0.6044575572013855,0.02000305987894535,0.020000072196125984
72,84,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/71026051_2627153804034447_8855933798352614161_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=103&oh=cfe5270a53e96cbb19fca307551a76d5&oe=5E710C36,874,False,409611,"Photos by Stephen Alvarez @salvarezphoto | My first trip to Cedar Mesa was over 30 years ago. It was January, and I made the long drive to Utah from Tennessee, spending a frigid week in Grand Gulch, where I marveled at the canyon, the archaeology, and the artwork. Thirty years later this place has still captured my heart and imagination. It’s a privilege to be back here working on an @insidenatgeo grant about ancient artwork contained in eight western national monuments that have been studied for reduction by the Department of the Interior. Perhaps the greatest privilege is working with representatives of @protectbearsears in their ancestral home. For more images from this and other projects follow me @salvarezphoto and my nonprofit @ancientartarchive as we preserve humanity’s oldest stories.'","['sky', 'galaxy', 'night', 'astronomical', 'object', 'atmospheric', 'phenomenon', 'star', 'milky', 'way', 'astronomy', 'atmosphere', 'tree']",sky galaxy night astronomical object atmospheric phenomenon star milky way astronomy atmosphere tree,0.25345364633028034,0.06714296688945226,0.14166723866578348,1,"Photos by Stephen Alvarez @salvarezphoto | My first trip to Cedar Mesa was over 30 years ago. It was January, and I made the long drive to Utah from Tennessee, spending a frigid week in Grand Gulch, where I marveled at the canyon, the archaeology, and the artwork. Thirty years later this place has still captured my heart and imagination. It’s a privilege to be back here working on an @insidenatgeo grant about ancient artwork contained in eight western national monuments that have been studied for reduction by the Department of the Interior. Perhaps the greatest privilege is working with representatives of @protectbearsears in their ancestral home. For more images from this and other projects follow me @salvarezphoto and my nonprofit @ancientartarchive as we preserve humanity’s oldest stories.' sky galaxy night astronomical object atmospheric phenomenon star milky way astronomy atmosphere tree","['sky', 'galaxy', 'night', 'astronomical', 'object', 'atmospheric', 'phenomenon', 'star', 'milky', 'way', 'astronomy', 'atmosphere', 'tree']",0.0166667178273201,0.0166667178273201,0.016666971147060394,0.0166667178273201,0.016672709956765175,0.01667339727282524,0.8499851226806641,0.016667470335960388,0.0166667178273201,0.016667474061250687
73,85,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/75164047_516938772190740_6128453915994548853_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=100&oh=102c8da20e842c0152977a610b5d5b35&oe=5E840A76,1364,False,222369,"Photo by @dina_litovsky | These are portraits of teen girls competing at the International Science and Engineering Fair (ISEF), the world’s most prestigious science fair, which took place in Arizona this year. Though young women have been a minority in STEM fields in the past, this year’s fair, with 1,842 finalists, was evenly split by gender, and three of the top four awards went to young women. This story on girls in science was shot for National Geographic’s November issue, ""Women: A Century of Change."" For more images follow me @dina_litovsky.'","['lady', 'beauty', 'lip', 'fashion', 'photo', 'shoot', 'arm', 'shoulder', 'flash', 'photography', 'model', 'photography']",lady beauty lip fashion photo shoot arm shoulder flash photography model photography,0.13759453208243458,0.10478604901282938,0.11790944224067146,0,"Photo by @dina_litovsky | These are portraits of teen girls competing at the International Science and Engineering Fair (ISEF), the world’s most prestigious science fair, which took place in Arizona this year. Though young women have been a minority in STEM fields in the past, this year’s fair, with 1,842 finalists, was evenly split by gender, and three of the top four awards went to young women. This story on girls in science was shot for National Geographic’s November issue, ""Women: A Century of Change."" For more images follow me @dina_litovsky.' lady beauty lip fashion photo shoot arm shoulder flash photography model photography","['lady', 'beauty', 'lip', 'fashion', 'photo', 'shoot', 'arm', 'shoulder', 'flash', 'photography', 'model', 'photography']",0.02000131830573082,0.8199941515922546,0.02000139094889164,0.02000003680586815,0.02000003680586815,0.020000915974378586,0.02000003680586815,0.02000003680586815,0.020002052187919617,0.02000003680586815
74,86,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/71252953_269641380640975_1530200828605952406_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=107&oh=75ba7a5b1d65a778cd9778dcc251f39a&oe=5E6CF80B,282,False,129074,"Photo by David Guttenfelder @dguttenfelder // Sponsored by @mazdausa #NatGeoMazdaContest // A Buddhist priest bows at Tokyo’s Koukokuji Temple, a sacred space for funeral remains that has more than 2,000 brightly colored, LED-lit Buddha figures. When photographing life in Tokyo, I am always inspired by Japan’s unique mix of beautiful and serene traditions with its innovative and frenetic modernity. // Enter the #NatGeoMazdaContest to win the opportunity to be one of National Geographic’s next great storytellers. When you are out with your camera, what remarkable or impactful moments have you captured? We want to see what inspires you. Upload a gallery of 3-5 images to your Instagram account as one post, with the hashtag #NatGeoMazdaContest, tagging @natgeoyourshot. The contest, presented by @MazdaUSA, runs through November 18, 2019. Open to legal residents of the 50 U.S./D.C. only 18+. For more information go to natgeo.com/mazdacontest.'","['visual', 'effect', 'lighting', 'technology', 'display', 'device', 'electronic', 'device']",visual effect lighting technology display device electronic device,0.0798666929023747,0.021663977875086424,0.04494506388600174,0,"Photo by David Guttenfelder @dguttenfelder // Sponsored by @mazdausa #NatGeoMazdaContest // A Buddhist priest bows at Tokyo’s Koukokuji Temple, a sacred space for funeral remains that has more than 2,000 brightly colored, LED-lit Buddha figures. When photographing life in Tokyo, I am always inspired by Japan’s unique mix of beautiful and serene traditions with its innovative and frenetic modernity. // Enter the #NatGeoMazdaContest to win the opportunity to be one of National Geographic’s next great storytellers. When you are out with your camera, what remarkable or impactful moments have you captured? We want to see what inspires you. Upload a gallery of 3-5 images to your Instagram account as one post, with the hashtag #NatGeoMazdaContest, tagging @natgeoyourshot. The contest, presented by @MazdaUSA, runs through November 18, 2019. Open to legal residents of the 50 U.S./D.C. only 18+. For more information go to natgeo.com/mazdacontest.' visual effect lighting technology display device electronic device","['visual', 'effect', 'lighting', 'technology', 'display', 'device', 'electronic', 'device']",0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612
75,87,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/75362568_2151010905208852_6672783430571309361_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=104&oh=318423ea937da71f64bbce987003b0bf&oe=5E78CAB9,2123,False,608812,"Photo by @stevewinterphoto | Our new story, “The Tigers Next Door,” appears today in the December issue, produced with writer @sharonguynup. Few people realize that there are more tigers living in captivity in the United States than survive in the wild. These are some of the lucky few: Clay, Daniel, and Enzo are three of 39 tigers rescued from Oklahoma’s Greater Wynnewood Exotic Animal Park. These cats will live out their lives at the Wild Animal Sanctuary in Keenesburg, Colorado, with proper nutrition and vet care—and they will not be bred or commercially exploited. The sanctuary is a 10,473-acre nonprofit refuge for more than 500 rescued tigers, lions, bears, wolves, and other large carnivores. @wildanimalsanctuary @animalsanctuary #tiger'","['tiger', 'wildlife', 'vertebrate', 'bengal', 'tiger', 'siberian', 'tiger', 'mammal', 'felidae', 'whiskers', 'water', 'terrestrial', 'animal']",tiger wildlife vertebrate bengal tiger siberian tiger mammal felidae whiskers water terrestrial animal,0.37671259153106396,0.16309441499577476,0.24854168560989046,1,"Photo by @stevewinterphoto | Our new story, “The Tigers Next Door,” appears today in the December issue, produced with writer @sharonguynup. Few people realize that there are more tigers living in captivity in the United States than survive in the wild. These are some of the lucky few: Clay, Daniel, and Enzo are three of 39 tigers rescued from Oklahoma’s Greater Wynnewood Exotic Animal Park. These cats will live out their lives at the Wild Animal Sanctuary in Keenesburg, Colorado, with proper nutrition and vet care—and they will not be bred or commercially exploited. The sanctuary is a 10,473-acre nonprofit refuge for more than 500 rescued tigers, lions, bears, wolves, and other large carnivores. @wildanimalsanctuary @animalsanctuary #tiger' tiger wildlife vertebrate bengal tiger siberian tiger mammal felidae whiskers water terrestrial animal","['tiger', 'wildlife', 'vertebrate', 'bengal', 'tiger', 'siberian', 'tiger', 'mammal', 'felidae', 'whiskers', 'water', 'terrestrial', 'animal']",0.014286492019891739,0.014285741373896599,0.014286140911281109,0.7212819457054138,0.014286153018474579,0.014285949058830738,0.014286075718700886,0.16442985832691193,0.014285803772509098,0.014285818673670292
76,88,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/75467470_2440022402878157_4630967425212882912_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=105&oh=b03dbdcddee653ec17893556c17acbb5&oe=5E899B96,430,False,208930,"Photo by @davidalanharvey | Outer Banks, North Carolina:  Evening at Avalon Pier was playful party wave magic as I photographed surfers until dark. The water is reflecting a sunset sky, and I popped in a strobe I've been using on my landscape images here. I had never met either surfer before, but when they saw me on the pier using a flash, one of them recognized me since he’s an aspiring photographer. Six degrees of separation max around here. #outerbanks #surfing""","['wave', 'ocean', 'surfing', 'equipment', 'surfing', 'sea', 'surfboard', 'coast', 'wind', 'wave', 'boardsport', 'tide']",wave ocean surfing equipment surfing sea surfboard coast wind wave boardsport tide,0.1292789264150266,0.03303372512867788,0.07153180564321737,0,"Photo by @davidalanharvey | Outer Banks, North Carolina:  Evening at Avalon Pier was playful party wave magic as I photographed surfers until dark. The water is reflecting a sunset sky, and I popped in a strobe I've been using on my landscape images here. I had never met either surfer before, but when they saw me on the pier using a flash, one of them recognized me since he’s an aspiring photographer. Six degrees of separation max around here. #outerbanks #surfing"" wave ocean surfing equipment surfing sea surfboard coast wind wave boardsport tide","['wave', 'ocean', 'surfing', 'equipment', 'surfing', 'sea', 'surfboard', 'coast', 'wind', 'wave', 'boardsport', 'tide']",0.03333336487412453,0.03333336487412453,0.03333336487412453,0.03333336487412453,0.03333336487412453,0.03333336487412453,0.03333336487412453,0.6999974846839905,0.03333336487412453,0.033335618674755096
77,89,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/75362605_2418602144929764_4141426356224422886_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=100&oh=8370637a74c361a9f1a058fda515dc4d&oe=5E79B838,679,False,390422,"Photo by Jimmy Chin @jimmychin | Alpine dreamscape...Canadian style. Rock climbing? Alpine climbing? Mixed climbing? It’s all climbing. For more images of alpine adventures around the world, follow @jimmychin'","['water', 'nature', 'black', 'and', 'white', 'atmospheric', 'phenomenon', 'monochrome', 'photography', 'monochrome', 'tree', 'rock', 'geological', 'phenomenon', 'winter']",water nature black and white atmospheric phenomenon monochrome photography monochrome tree rock geological phenomenon winter,0.24158013214381624,0.05216255665667972,0.12792958685153433,1,"Photo by Jimmy Chin @jimmychin | Alpine dreamscape...Canadian style. Rock climbing? Alpine climbing? Mixed climbing? It’s all climbing. For more images of alpine adventures around the world, follow @jimmychin' water nature black and white atmospheric phenomenon monochrome photography monochrome tree rock geological phenomenon winter","['water', 'nature', 'black', 'white', 'atmospheric', 'phenomenon', 'monochrome', 'photography', 'monochrome', 'tree', 'rock', 'geological', 'phenomenon', 'winter']",0.007693521212786436,0.39635327458381653,0.007693028077483177,0.007692363113164902,0.19708922505378723,0.0076927007175982,0.3526989221572876,0.00769944628700614,0.007692963350564241,0.007694571278989315
78,90,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/74601610_2503581456585940_8030276613916836873_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=104&oh=61128f9a0c9cc4854d089758c3843cef&oe=5E732703,3054,False,263504,"Photo by Lynsey Addario @lynseyaddario | Inbar Shimon with the Israel Border Police patrols a covered market in March 2019. The border police are a cross between police and military and service there counts toward obligatory military conscription in the Israel Defense Forces. The border police first incorporated women in 1995. Here they are patrolling in the volatile city of Hebron, near the Cave of the Patriarchs.\nThis picture is an outtake from a story for National Geographic's November Women's Issue.\nTo see more of my work, follow @lynseyaddario.""","['army', 'soldier', 'military', 'military', 'uniform', 'troop', 'military', 'organization', 'infantry', 'military', 'person', 'marines', 'military', 'camouflage']",army soldier military military uniform troop military organization infantry military person marines military camouflage,0.16304750024441284,0.23461627103019128,0.2059887627158799,1,"Photo by Lynsey Addario @lynseyaddario | Inbar Shimon with the Israel Border Police patrols a covered market in March 2019. The border police are a cross between police and military and service there counts toward obligatory military conscription in the Israel Defense Forces. The border police first incorporated women in 1995. Here they are patrolling in the volatile city of Hebron, near the Cave of the Patriarchs.\nThis picture is an outtake from a story for National Geographic's November Women's Issue.\nTo see more of my work, follow @lynseyaddario."" army soldier military military uniform troop military organization infantry military person marines military camouflage","['army', 'soldier', 'military', 'military', 'uniform', 'troop', 'military', 'organization', 'infantry', 'military', 'person', 'marines', 'military', 'camouflage']",0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612
79,91,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/71818351_160788365021560_749227116238562564_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=104&oh=b57678e478a90fbb5046f045d1fa77a9&oe=5E8C4BF4,1348,False,537966,"Photo by @stevewinterphoto | Over the past three decades, the oldest and thickest ice in the Arctic has declined by a stunning 95 percent, according to NOAA. The sea in the Arctic has changed dramatically, which impacts polar bears, walruses, and other Arctic creatures. If ice continues to melt, the planet will warm further as the dark ocean water absorbs large amounts of solar heating that used to be deflected by the bright white ice. We followed this polar bear as we sailed by in the Icebreaker ""M/V Kinfish."" @natgeoimagecollection'","['arctic', 'glacial', 'landform', 'natural', 'environment', 'tundra', 'glacier', 'wildlife', 'snow', 'ice', 'cap', 'mountain', 'arctic', 'ocean']",arctic glacial landform natural environment tundra glacier wildlife snow ice cap mountain arctic ocean,0.3328754459760983,0.10355688714757624,0.19528431067898508,1,"Photo by @stevewinterphoto | Over the past three decades, the oldest and thickest ice in the Arctic has declined by a stunning 95 percent, according to NOAA. The sea in the Arctic has changed dramatically, which impacts polar bears, walruses, and other Arctic creatures. If ice continues to melt, the planet will warm further as the dark ocean water absorbs large amounts of solar heating that used to be deflected by the bright white ice. We followed this polar bear as we sailed by in the Icebreaker ""M/V Kinfish."" @natgeoimagecollection' arctic glacial landform natural environment tundra glacier wildlife snow ice cap mountain arctic ocean","['arctic', 'glacial', 'landform', 'natural', 'environment', 'tundra', 'glacier', 'wildlife', 'snow', 'ice', 'cap', 'mountain', 'arctic', 'ocean']",0.010000045411288738,0.010000045411288738,0.010000045411288738,0.010006477124989033,0.010000853799283504,0.010000991635024548,0.11042962968349457,0.010001659393310547,0.010000360198318958,0.8095599412918091
80,92,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/73377066_2476592352616176_808278064845427967_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=100&oh=46a70218f5be109210c419e7bbf87b54&oe=5E81D67A,831,False,294806,"Photos and video by @babaktafreshi | A rare celestial sight beyond the visual limit of our eyes happened on November 11. The tiny disk of Mercury, the dot above the statue’s shoulder, traversed the sun's face during a five-hour transit. Mercury’s diameter is about the width of the continental U.S., roughly 40% of the Earth, and 285 times less than the sun's diameter. Swipe to see a time-lapse video and earlier view of the transit “first contact” through parting clouds in the city of Providence. The Independent Man bronze statue crowning the Rhode Island State House was framed in this super-telephoto capture, safely done by a solar filter on the lens. \u2063The next transit of Mercury happens in November 2032. #mercurytransit #astrophotography #providence #rhodeisland""","['orange', 'silhouette', 'yellow', 'backlighting', 'photography', 'heat', 'circle']",orange silhouette yellow backlighting photography heat circle,0.1824161354554556,0.06383959437658447,0.11127021080813293,0,"Photos and video by @babaktafreshi | A rare celestial sight beyond the visual limit of our eyes happened on November 11. The tiny disk of Mercury, the dot above the statue’s shoulder, traversed the sun's face during a five-hour transit. Mercury’s diameter is about the width of the continental U.S., roughly 40% of the Earth, and 285 times less than the sun's diameter. Swipe to see a time-lapse video and earlier view of the transit “first contact” through parting clouds in the city of Providence. The Independent Man bronze statue crowning the Rhode Island State House was framed in this super-telephoto capture, safely done by a solar filter on the lens. \u2063The next transit of Mercury happens in November 2032. #mercurytransit #astrophotography #providence #rhodeisland"" orange silhouette yellow backlighting photography heat circle","['orange', 'silhouette', 'yellow', 'backlighting', 'photography', 'heat', 'circle']",0.6999551653862,0.033352434635162354,0.03334178030490875,0.0333334319293499,0.0333334319293499,0.03333842381834984,0.0333334319293499,0.0333334319293499,0.03334436193108559,0.033334143459796906
81,93,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/72487122_811573645942123_314077990233670713_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=107&oh=830fc46b5b728fa359661106d927d4f4&oe=5E85F06D,581,False,158670,"Photo by @hammond_Robin | “What about growing older? What are your thoughts on that?” I asked Tom. A man of few words, he replied with a wry smile, “Hopefully. Yes.” I think he was being funny, but his sense of humour was so dry it was hard to tell. Dementia has taken much from Tom, but not his smile. In 2017 the condition affected 50 million people globally. It will increase to over 150 million people by 2050. These shocking statistics are our parents and grandparents. Very soon they may be you and me. With no cure in sight, we can’t just think about how we avoid dying from dementia. We have to consider how to live with it. You can see more stories from this series by following @onedayinmyworld'","['face', 'facial', 'expression', 'wrinkle', 'forehead', 'skin', 'head', 'chin', 'human', 'male', 'cheek']",face facial expression wrinkle forehead skin head chin human male cheek,0.09817971212498097,0.0446339402320043,0.06605224898919497,0,"Photo by @hammond_Robin | “What about growing older? What are your thoughts on that?” I asked Tom. A man of few words, he replied with a wry smile, “Hopefully. Yes.” I think he was being funny, but his sense of humour was so dry it was hard to tell. Dementia has taken much from Tom, but not his smile. In 2017 the condition affected 50 million people globally. It will increase to over 150 million people by 2050. These shocking statistics are our parents and grandparents. Very soon they may be you and me. With no cure in sight, we can’t just think about how we avoid dying from dementia. We have to consider how to live with it. You can see more stories from this series by following @onedayinmyworld' face facial expression wrinkle forehead skin head chin human male cheek","['face', 'facial', 'expression', 'wrinkle', 'forehead', 'skin', 'head', 'chin', 'human', 'male', 'cheek']",0.020004166290163994,0.8199954032897949,0.02000005543231964,0.02000005543231964,0.02000005543231964,0.02000005543231964,0.02000005543231964,0.02000005543231964,0.02000005543231964,0.02000005543231964
82,94,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/74841518_458182111481340_8816891176679206742_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=100&oh=ac544cf75e0181f72a2691408bbe1f8e&oe=5E7BF204,804,False,293981,"Photos by @carltonward | A large male panther emerges from a wildlife underpass that allows safe passage beneath State Road 80 near Labelle, Florida. The properties on either side of the road are private ranches that have been protected by perpetual conservation easements, funded by The Nature Conservancy (TNC) and other partners. There was already a bridge at this site for cars and trucks to cross over a canal. By adding ledges to the sides of the canal (where TNC Conservation Projects Manager Wendy Mathews walks third photo) and high fencing on either side of the bridge, conservationists were able to encourage panthers to cross beneath the road rather than through traffic above. Vehicles kill nearly 30 Florida panthers on roads each year—the leading cause of death for the endangered puma. With the pictured segment of the statewide Florida Wildlife Corridor secure, panthers and other wildlife can now move safely from large public lands up to the southern banks of the Caloosahatchee River and the northern Everglades beyond. The Caloosahatchee had been a long-standing barrier to the northward movement of female panthers until late 2016, when the first female panthers were detected on the north side of the river in nearly 50 years. For Florida panthers to reach sustainable numbers, they need access to their historic territory in central and north Florida. Check the link in my bio for a new story connected to my #PathofthePanther project with @insidenatgeo. @PathofthePanther @FL_WildCorridor @NatureFlorida #Panther #FloridaWild #KeepFLWild'","['grass', 'pasture', 'wildlife', 'grass', 'family', 'grassland', 'grazing', 'farm', 'tail', 'meadow', 'plant']",grass pasture wildlife grass family grassland grazing farm tail meadow plant,0.18190565292880842,0.06176538372896981,0.10982149140890526,0,"Photos by @carltonward | A large male panther emerges from a wildlife underpass that allows safe passage beneath State Road 80 near Labelle, Florida. The properties on either side of the road are private ranches that have been protected by perpetual conservation easements, funded by The Nature Conservancy (TNC) and other partners. There was already a bridge at this site for cars and trucks to cross over a canal. By adding ledges to the sides of the canal (where TNC Conservation Projects Manager Wendy Mathews walks third photo) and high fencing on either side of the bridge, conservationists were able to encourage panthers to cross beneath the road rather than through traffic above. Vehicles kill nearly 30 Florida panthers on roads each year—the leading cause of death for the endangered puma. With the pictured segment of the statewide Florida Wildlife Corridor secure, panthers and other wildlife can now move safely from large public lands up to the southern banks of the Caloosahatchee River and the northern Everglades beyond. The Caloosahatchee had been a long-standing barrier to the northward movement of female panthers until late 2016, when the first female panthers were detected on the north side of the river in nearly 50 years. For Florida panthers to reach sustainable numbers, they need access to their historic territory in central and north Florida. Check the link in my bio for a new story connected to my #PathofthePanther project with @insidenatgeo. @PathofthePanther @FL_WildCorridor @NatureFlorida #Panther #FloridaWild #KeepFLWild' grass pasture wildlife grass family grassland grazing farm tail meadow plant","['grass', 'pasture', 'wildlife', 'grass', 'family', 'grassland', 'grazing', 'farm', 'tail', 'meadow', 'plant']",0.014285753481090069,0.014285753481090069,0.014285753481090069,0.014289846643805504,0.014289814978837967,0.8714191913604736,0.014285753481090069,0.014285753481090069,0.014286167919635773,0.014286190271377563
