,Index,display_url,comments,is_video,likes,caption,labels
11,11,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/72272153_2912646695412376_2766139210596093882_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=1&oh=6fa55fb8608f6053edd6c7e5ba95a506&oe=5E764557,654,FALSE,321590,"Photo by Michael Melford @michaelmelford | An aerial view from a plane over the massive Sossusvlei dunes of Namibia. A high concentration of iron in the sand and the oxidation process create the yellow-to-red colors of the dunes. These are some of the highest dunes in the world, with names like Big Daddy (325 meters high) and Dune 45, which is composed of five-million-year-old sand from the Kalahari desert, blown here from eastern Namibia and Botswana. From the air, these dunes just go on and on all the way to the sea to the west and north to Walvis Bay. #Namibia #aerial #wilderness #sanddunes'","['Water', 'Liquid', 'Close-up', 'Sky', 'Sand', 'Pattern', 'Transparent material', 'Macro photography']"
12,13,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/77295078_2274625069310103_2201336042786790536_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=1&oh=fa4bceabfbc2483dc8c4fee043f3a2ce&oe=5E7D5253,1767,FALSE,310655,"Photo by @gerdludwig | Wearing the local costume—a dying custom in modern times—a villager in the Schwalm area of Germany kneads large heaps of sourdough. They will later be taken to the nearby communal bakehouse, where they will become huge, crusty loaves of delicious bread.\n@thephotosociety @natgeoimagecollection #Schwalm #Germany #sourdough'","['Food', 'Baking', 'Cuisine', 'Dish', 'Bakery', 'Sourdough', 'Baker', 'Bun', 'Ingredient', 'Bread']"
13,14,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/74369872_498890787381337_221081533692240761_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=1&oh=175e7aca30edc417d16e7eaafa858c46&oe=5E68F248,311,FALSE,142918,"Photo by Saumya Khandelwal @khandelwal_saumya | Majuli, in Assam, India, is world’s largest inhabited river island, located on the Brahmaputra River. The island had a total area 1250 square kilometers in 1971, but was reduced to about one-third of its original size by 2016 due to soil erosion over the years. Located in the high rainfall belt, floods displace thousands of people and drown villages. #majuli #soilerosion'","['Water', 'Tree', 'Coast', 'Sea', 'Adaptation', 'Linens', 'Wood', 'Plant', 'Sand', 'Vacation']"
14,15,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/75214680_200654507622696_8474549702993652966_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=1&oh=8568456c0166f7a8980c10cefa3cdf58&oe=5E80A20B,3023,FALSE,771071,"Photo by Keith Ladzinski @ladzinski | In search of ants and termites, a #pangolin is seen here moving through sparse grass at twilight on the sandy dunes of the Kalahari Desert. Pangolins are generally nocturnal, preferring to forage under the cover of darkness, especially during the warmer months. They are sadly among the most illegally trafficked animals on the planet, sold on the black market primarily for their #keratin scales—a substance that is identical to rhino horn and even to human fingernails. It's a sad and ignorance-driven consequence for such a remarkable creature. To see more photos of pangolins, please visit @ladzinski""","['Sky', 'Wildlife', 'Organism', 'Cloud', 'Photography', 'Wood', 'Landscape', 'Night', 'Still life photography']"
15,16,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/75123102_2940613505962352_1229854786136229049_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=1&oh=c8f6c1e48712a1d928b09e970998be8e&oe=5E8AB3FA,732,FALSE,308426,"Photo by Maggie Steber @maggiesteber | I have always been fascinated by the wind and its purpose in nature. Wind comes and goes, but where does it come from and where does it go? How does it grow in speed and force? \nOf course, there are scientific explanations: The sun actually makes the wind and makes it blow. But I like the idea of the wind being mysterious, coming gently out of nowhere to cool us off at night or speeding furiously with a hurricane or tornado. Some Native Americans believe the wind brings warnings or is a thing to avoid. After all, it carries smells so that animals know to run away when we or other predators are nearby. It can be our friend or our enemy. \nThis photo is part of a personal project in which I try to show wind in unexpected ways. I photographed a friend on a windy morning on Miami Beach, Florida, with a length of satin. I use fabrics and other indicators of wind velocity to find the emotional and physical aspects of wind in various situations. #ngwomenofvision #windproject #women'","['Water', 'Sky', 'Sea', 'Stock photography', 'Happy', 'Fun', 'Vacation', 'Beach', 'Hand', 'Sunlight']"
16,18,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/74919594_427611701262500_8838957248517434913_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=1&oh=c533726c9a8d2777be7891511d71ff41&oe=5E7372AB,885,FALSE,232418,"Photo by Cristina Mittermeier @Mitty | I met Chief Raoni of the Kayapó people 20 years ago. Even before that, he had been at the forefront of the battle to save the Amazon rainforest from industrialization and deforestation. He has met with world leaders, and raised his voice in defense of Kayapó lands against the building of the Belo Monte hydroelectric dam, which forced thousands of indigenous people out of their homes when it became operational in 2016. He spoke up again in the wake of fires raging in the Amazon in a Guardian article: ""We, the peoples of the Amazon, are full of fear. Soon you will be too."" Indigenous people have a direct line to Earth\'s operating system. We would be wise to pay attention to his words. Follow me @Mitty for more from the front lines of the climate crisis and conservation movement. #Kayapo #WeAreIndigenous #leadership #nobelprize #Amazon'","['People', 'Face', 'Facial expression', 'Monochrome', 'Black-and-white', 'Head', 'Skin', 'Smile', 'Forehead', 'Wrinkle']"
17,19,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/77333045_279156906338718_6961075345082322870_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=1&oh=77408d4fde13bacf814f0239775f0023&oe=5E6A5EDF,407,FALSE,136999,"Photo by Natalie Keyssar @nataliekeyssar | Sarah Crosse teaches a dancehall workshop at the legendary Ripley-Grier Studios, in Manhattan. When I first started photographing Sarah seven years ago, she was a rising teenage dancehall queen in the Brooklyn scene  known for her incredible talent while also overcoming a great deal of adversity. Through the years of photographing this incredible young woman, I saw Sarah turn to dance through the tragedy of losing friends to violence, through the loss of family to illness, and through her own recovery when she was shot in the foot. Nothing can stop Sarah, and today she is a renowned choreographer, dancer, and teacher, and a mother who teaches women's empowerment through workshops both at home in New York and internationally—and graces stages and videos all over the world.""","['Hair', 'Fashion', 'Hairstyle', 'Crowd', 'Black hair', 'Event', 'Afro', 'Human', 'Fun', 'Party']"
18,20,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/75265173_774880042977440_2808822965474128850_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=1&oh=0c9cbf00008a2d087eb1a7d6b6ef2079&oe=5E753E3C,1033,FALSE,530918,"Photo by @drewtrush | The Snowy Range in southeastern Wyoming rises to 12,953 feet from the surrounding windswept steppe. Medicine Bow Peak shines in the distance.  #mountains #snowy #icecold'","['Reflection', 'Nature', 'Water', 'Natural landscape', 'Sky', 'Wilderness', 'Tree', 'Mountain', 'Morning', 'Lake']"
19,21,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/74634285_626328291233922_8807211800541760723_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=1&oh=9bad4d83e3d5f0f2c3f98d2d1bb23329&oe=5E86C728,379,FALSE,184141,"Photo by Michaela Skovranova @mishkusk | This is a portrait of my friend Alice during a three-woman expedition into the wilderness along the South Coast Track, a treacherous hike along the southern edge of Tasmania, in Australia. As we learned on this journey, adventures don't go according to plan, equipment will fail, and the environment will present its harsh challenges. It's in moments like these that we get to challenge ourselves, to learn to trust our feet, encourage each other, and navigate our fears. And as my friend Alice would say: In the end, the most dangerous thing to do is to not do, to be too afraid to get out there in the first place.\n#tasmania #women #hiking""","['Nature', 'Natural environment', 'Wilderness', 'Forest', 'Tree', 'Darkness', 'Woodland', 'Landscape', 'Jungle', 'Photography']"
20,22,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/75629059_457804264749670_6479598478131543429_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=1&oh=b1544da816ab6ec78f1913e9539abb15&oe=5E813048,1368,FALSE,587036,"Photo by @ronan_donovan | A mother wolf returns to her den and greets her only pup. Arctic wolves have smaller litter sizes than their southern cousins, a result of the harsh environment they inhabit. Hop on over to @ronan_donovan to see a fun video of this little wiggly pup.'","['Canidae', 'Wildlife', 'Irish wolfhound', 'Sheep', 'Carnivore', 'Sheep', 'Mountain']"
21,23,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/73407432_2990434837667437_252623425322755535_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=1&oh=2a2937c8c3f6f93032841d72295b7701&oe=5E8B8857,662,FALSE,365171,"Photo by @JimmyChin | Antarctica... we’d just barely finished our climb on Ulvetanna the day before the end of our trip. It was nice not to have the climb hanging over us anymore. No agenda. No pressure. Just wandering the infinite ice with Conrad Anker and friends, taking in the great white open on our last night out. For more images of adventures in Antarctica follow @jimmychin.'","['Sky', 'Blue', 'Daytime', 'Horizon', 'Azure', 'Sea', 'Cloud', 'Calm', 'Ocean', 'Landscape']"
22,24,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/73287324_960340300990396_7828330654087033122_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=1&oh=55ce5950f94c5204d4af0e735689ff28&oe=5E6F13E3,1199,FALSE,540390,"Photo by George Steinmetz @geosteinmetz | Dense smoke covered the forest from fires in lands that were converting virgin Amazon forest into farmland for soybeans and corn. This photo was taken in 2013 near Sinop, Brazil, when such fires were a rarity, unlike the dry season this year. Most of the grain is for export to China, which has a growing appetite for meat and dairy products that depend on imported feed. To view more of our world from above, follow me, @geosteinmetz.'","['Atmospheric phenomenon', 'Sky', 'Watercolor paint']"
23,25,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/75252750_2645270298874047_3104523217499551340_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=1&oh=2ed7c9c1d982dbb61e1f121118dbbb5b&oe=5E832420,862,FALSE,242163,"Photos by Michael Christopher Brown @michaelchristopherbrown | Palestinian children in Balata Refugee Camp, the largest refugee camp in the West Bank. Balata has a population of 30,000 residents in a quarter-square-kilometer area, and the majority are under age 25. In 1950 the UN gave these refugees, originally from Jaffa, shelter in this tiny area near Nablus, which is now densely populated. The United Nations Relief and Works Agency for Palestine Refugees, whose budget was cut by hundreds of millions of dollars by the current U.S. administration, funds a school with approximately 5,000 pupils in the camp. Other programs include the Yaffa Cultural Center, which operates a guesthouse, children’s theater and cinema, children’s library, and media center, but since its budget was cut, it's now seeking donors to fund the center. From 1980s through the early 2000s, Balata residents played a leading role in the first and second intifadas. For more follow @michaelchristopherbrown.""","['Photograph', 'White', 'People', 'Black', 'Black-and-white', 'Monochrome', 'Snapshot', 'Monochrome photography', 'Fun', 'Photography']"
24,27,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/72847463_1156688697868406_3409209390092778604_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=102&oh=a3a9c7f8e6a8afc39ddd717998aece3b&oe=5E6DBDC3,943,FALSE,411838,"Photo by Michael Yamashita @yamashitaphoto | Mingsha Shan (Singing Sand Dunes), Gansu, China. Marco Polo gave this 1,000-foot mountain of sand its name, commenting on the mournful wails produced by the wind blowing over the top. #mingshashan #sanddune #taklamakan #silkroad #dunhuang'","['Sand', 'Desert', 'Natural environment', 'Dune', 'Sky', 'Erg', 'Atmospheric phenomenon', 'Sahara', 'Aeolian landform', 'Landscape']"
25,28,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/75214650_2822890064421957_4894902826039408635_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=1&oh=7d5f0f9429a2a7fdefe35df27659f2ea&oe=5E6AECEB,292,FALSE,124889,"Photograph by Anastasia Taylor-Lind @anastasiatl | On the day of the parliamentary elections, we were in Marinka to observe voting in this frontline town. Despite the overall disappointment and distrust toward state authority that's prevalent among people living in the war zone, many see voting as a chance to change the situation. \nThe war-torn Donetsk and Lugansk regions were among those that cast the most votes for the current president of Ukraine–comedian Vladimir Zelensky—earlier this year. They also had the lowest levels of support for then incumbent Petro Poroshenko, who is perceived here as the president of war. \nIn the recent parliamentary elections, the two regions changed their preferences and voted for Opposition Platform–For Life, a party representing former Yanukovych elites. Its leader, Viktor Medvedchuk, is a friend of the Russian president Vladimir Putin. This is partly due to traditional support for pro-Russian politicians in this part of the country, which borders Russia. But another reason for the outcome is that only this party–notorious as it may be–suggested a concrete step to relieve the infrastructure paralysis: namely, to resume railway service to Donetsk and Lugansk. The remaining 21 parties, including Zelensky’s Servant of the People, confined themselves to abstract promises about restoring peace–words that nobody here takes seriously anymore. Words by Alisa Sopova @sopova.alisa. #5Kfromthefrontline is an ongoing project about the everyday consequences of the war in eastern Ukraine.""","['Room', 'Textile', 'Architecture', 'Interior design', 'Ceiling']"
26,29,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/73398116_777127712748815_7920027791296700993_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=111&oh=6265dc7297f6e27075ba50e5c0f29ed3&oe=5E67FCDB,1049,FALSE,462968,"Photo by Muhammed Muheisen @mmuheisen | After the rain at Place du Trocadero, overlooking the Eiffel Tower in Paris, France. For more photos and videos from different parts of the world, follow me @mmuheisen and @mmuheisenpublic #muhammedmuheisen #Paris #France #eiffeltower'","['Sky', 'Reflection', 'Water', 'Cloud', 'Architecture', 'Evening', 'City', 'Photography', 'Tourism', 'Shadow']"
27,30,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/73414984_666128763915335_982999589658685877_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=111&oh=8ed6960b9bdef0025fa05286fd339bd3&oe=5E8582CD,1102,FALSE,163198,"Photo by @LynseyAddario | An outtake from a story in the @natgeo women's issue in November. Members of the National Liberation Army (ELN) in Colombia travel down the San Juan River, February 2019. To see more of my work, follow @lynseyaddario.""","['Soldier', 'Army', 'Military', 'Military camouflage', 'Infantry', 'Military organization', 'Marines', 'Gun', 'Military uniform', 'Troop']"
28,31,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/75281150_1459710227530737_6938148773766060553_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=109&oh=95c31b8c6690e741a9093a59619774c3&oe=5E89F8F0,353,FALSE,125393,"Photo by @TasneemAlsultan | Until last year, Saudi women had limitations unique to them. We couldn\'t drive, and we weren\'t able to enter a sports stadium, to play sports in public, to travel or renew our passports without the consent of our male guardians. When people ask me how we survived before that, my reply is always the same: ""When there\'s will, there\'s a way!"" Women in Saudi, even during my grandmother\'s era, have been seeking education, working as engineers, physicians, and educators. The recent changes have come to support and encourage women, knowing that women have overcome tougher obstacles along the way. #jeddah #saudiarabia'","['Pink', 'Product', 'Cheering', 'Event', 'Crowd', 'Team', 'Fun', 'Fan', 'Performance', 'Magenta']"
29,32,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/72413264_115801326303685_2178992296096776365_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=101&oh=a7539160d2286b1c58d4c4f7d34c3f85&oe=5E8BF240,637,FALSE,254579,"Photo by @davidalanharvey | Over the past couple of decades I have photographed two articles for @natgeo on the Outer Banks of North Carolina. I just can't stop shooting here, and now a book on OBX will be coming soon. Many think of my little island as a day with an umbrella, a cold beer, and some sunscreen. Yet I love the wet, warmish, windy gray days that can seem dreary or romantic depending on your mood. Always dramatic one way or another.""","['Black', 'White', 'Black-and-white', 'Vehicle door', 'Monochrome', 'Monochrome photography', 'Snow', 'Photography', 'Window', 'Automotive exterior']"
30,33,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/71584953_165945997820704_7578979806081013861_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=104&oh=cb1d929e76eaa664254d06de8e2639bc&oe=5E8576E2,601,FALSE,214135,"Photo by @erintrieb I In frigid temperatures just before sunrise, trekkers begin their push to the summit of Uhuru Peak on Mount Kilimanjaro, which stands at 5,895 meters (19,341 feet), October 2019. In the second photo, trekkers approach the summit at midday. \nOne of the world’s “seven summits,” Mount Kilimanjaro is Africa’s highest mountain and is the highest free-standing mountain in the world. Situated in Kilimanjaro National Park in northern Tanzania, it covers an area of 100 kilometers long and 65 kilometers wide. \nScientific research has shown that Kilimanjaro's glaciers have been rapidly receding for the past century, and that human-induced climate is largely to blame. At one point, Peak Uhuru was covered by an ice cap approximately 100+ meters deep. However, since 1912 Kilimanjaro has lost 82% of its ice cap, and since 1962 it has lost 55% of its remaining glaciers. If the present rate of recession continues, the majority of the glaciers on Kilimanjaro could vanish altogether. #gooutside #kilimanjaro #Africa #sevensummits #saveourglaciers""","['Geological phenomenon', 'Sky', 'Light', 'Night', 'Darkness', 'Crowd', 'Cloud', 'Mountain', 'Photography', 'Midnight']"
